Date,Time,Case,Primary Convective Type,Region,500m Bottom Cap Deep Layer Speed Shear [kts],500m Bottom Cap Deep Layer Directional Shear [deg],500m Wind Speed [kts],500m Wind Direction [deg],Upper Level Cap Wind Speed [kts],Upper Level Cap Wind Direction [deg],DAWN PBL Speed Shear [kts],DAWN PBL Directional Shear [deg],DAWN Mid Layer Speed Shear [kts],DAWN Mid Layer Directional Shear [deg],DAWN Upper Layer Speed Shear [kts],DAWN Upper Layer Directional Shear [deg],500m Bottom Cap Profile Height [m],Upper Level Cap Height [m],Environment Falling In,Environment Falling In Ambiguous,Convective Lifecycle
20220906,174947,10,Organized,Eastern Atlantic,22.3,234.96,14.46,116.46,19.96,195.42,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220906,175008,10,Organized,Eastern Atlantic,21.41,217.24,13.41,129.95,25.79,185.95,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220906,175631,10,Organized,Eastern Atlantic,15.97,223.63,18.86,129.31,23.77,171.36,--,--,--,--,--,--,495.0,7545.0,Clear Near,--,--
20220906,175652,10,Organized,Eastern Atlantic,10.4,214.2,13.3,112.11,15.06,154.55,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220906,175713,10,Organized,Eastern Atlantic,6.39,223.82,14.09,120.19,14.03,146.44,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220907,131551,11,Organized,Eastern Atlantic,24.52,105.57,22.67,239.34,18.6,167.19,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220907,133932,11,Organized,Eastern Atlantic,5.17,15.76,11.35,168.93,7.13,149.85,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,101023,14,Organized,Eastern Atlantic,15.82,71.99,4.06,139.01,17.81,84.12,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,101055,14,Organized,Eastern Atlantic,18.14,84.54,1.09,90.02,19.22,84.85,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,101755,14,Organized,Eastern Atlantic,17.38,79.83,3.65,46.45,20.53,74.21,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,102736,14,Organized,Eastern Atlantic,21.56,95.74,5.75,308.46,17.01,85.21,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,102840,14,Organized,Eastern Atlantic,18.39,91.46,3.93,358.81,18.62,79.3,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,102945,14,Organized,Eastern Atlantic,31.3,84.66,12.77,269.94,18.62,81.05,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103017,14,Organized,Eastern Atlantic,24.27,87.52,8.3,285.65,16.58,78.56,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103049,14,Organized,Eastern Atlantic,27.96,82.41,8.28,291.08,21.07,71.54,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103122,14,Organized,Eastern Atlantic,23.81,87.47,9.99,288.56,14.93,73.54,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103154,14,Organized,Eastern Atlantic,21.36,94.18,9.84,283.48,11.76,86.42,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103226,14,Organized,Eastern Atlantic,19.55,89.6,5.75,329.95,17.44,72.94,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103258,14,Organized,Eastern Atlantic,17.81,93.07,7.87,323.14,14.11,67.75,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103331,14,Organized,Eastern Atlantic,25.01,84.66,12.67,274.35,12.69,74.98,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103403,14,Organized,Eastern Atlantic,21.4,75.81,13.55,285.8,11.8,40.78,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103435,14,Organized,Eastern Atlantic,21.31,90.35,8.98,302.09,14.46,71.29,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103612,14,Organized,Eastern Atlantic,23.33,84.96,9.84,284.16,14.4,71.99,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103644,14,Organized,Eastern Atlantic,27.21,87.75,12.77,278.9,14.89,78.21,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103749,14,Organized,Eastern Atlantic,17.13,95.31,9.91,337.19,15.22,60.25,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103821,14,Organized,Eastern Atlantic,22.14,69.98,8.75,280.61,15.28,53.02,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103853,14,Organized,Eastern Atlantic,21.56,71.75,8.03,280.92,15.06,56.69,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,103958,14,Organized,Eastern Atlantic,19.91,73.02,6.01,276.12,14.58,63.72,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104448,14,Organized,Eastern Atlantic,22.98,83.72,10.79,265.88,12.21,81.81,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104521,14,Organized,Eastern Atlantic,19.91,79.95,5.0,263.71,14.93,78.69,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104553,14,Organized,Eastern Atlantic,25.49,81.38,11.7,273.31,14.25,71.61,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104658,14,Organized,Eastern Atlantic,25.89,95.64,11.43,275.14,14.46,96.04,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104834,14,Organized,Eastern Atlantic,24.07,82.37,9.87,242.71,15.14,95.05,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104907,14,Organized,Eastern Atlantic,30.0,85.31,12.52,252.18,18.04,94.38,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,104939,14,Organized,Eastern Atlantic,23.93,78.44,8.83,257.7,15.1,78.87,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105011,14,Organized,Eastern Atlantic,28.41,83.53,10.48,256.46,18.06,87.62,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105043,14,Organized,Eastern Atlantic,23.82,78.72,8.14,249.95,15.82,83.22,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105116,14,Organized,Eastern Atlantic,23.65,85.25,9.16,242.17,15.65,98.51,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105148,14,Organized,Eastern Atlantic,22.51,78.7,8.05,240.91,15.05,88.11,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105848,14,Organized,Eastern Atlantic,19.43,67.68,15.03,237.04,5.42,98.43,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105920,14,Organized,Eastern Atlantic,20.74,89.41,12.89,258.8,8.42,105.79,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,105952,14,Organized,Eastern Atlantic,21.11,100.43,14.48,266.49,7.87,126.73,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110024,14,Organized,Eastern Atlantic,20.6,88.0,15.75,260.32,5.42,110.85,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110057,14,Organized,Eastern Atlantic,21.67,93.76,14.87,261.34,7.83,117.86,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110129,14,Organized,Eastern Atlantic,20.13,89.21,16.39,267.04,3.81,98.6,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110201,14,Organized,Eastern Atlantic,23.0,95.11,16.87,261.91,7.62,125.49,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110306,14,Organized,Eastern Atlantic,22.25,72.54,15.2,256.05,7.13,65.04,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110410,14,Organized,Eastern Atlantic,24.99,97.52,19.01,279.12,6.01,92.43,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110443,14,Organized,Eastern Atlantic,29.32,108.16,20.39,281.65,9.35,122.46,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110515,14,Organized,Eastern Atlantic,28.53,110.28,27.1,297.21,3.65,46.83,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,110547,14,Organized,Eastern Atlantic,27.6,104.29,27.54,284.54,0.14,40.63,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,111914,14,Organized,Eastern Atlantic,8.94,226.67,19.77,20.02,12.44,1.21,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,130159,15,Organized,Eastern Atlantic,25.57,92.91,13.39,334.02,22.41,61.36,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220914,130336,15,Organized,Eastern Atlantic,25.42,100.43,14.71,329.05,19.19,65.3,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220914,161841,15,Organized,Eastern Atlantic,3.72,141.1,9.52,104.67,12.71,114.68,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,161913,15,Organized,Eastern Atlantic,5.01,297.73,10.03,110.7,5.09,103.78,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220914,161945,15,Organized,Eastern Atlantic,11.9,208.29,11.57,104.27,14.44,157.31,--,--,--,--,--,--,495.0,7605.0,Clear Near,--,--
20220922,054007,18,Organized,Eastern Atlantic,26.28,83.83,16.27,334.73,25.99,47.56,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220922,054028,18,Organized,Eastern Atlantic,17.0,125.65,13.35,322.83,5.79,82.73,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054049,18,Organized,Eastern Atlantic,17.69,129.27,13.45,330.25,7.04,86.09,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054110,18,Organized,Eastern Atlantic,16.53,126.55,12.97,320.82,5.09,87.69,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054132,18,Organized,Eastern Atlantic,19.47,124.43,12.77,333.35,10.34,87.77,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054153,18,Organized,Eastern Atlantic,20.89,125.49,14.7,330.77,9.86,85.95,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054214,18,Organized,Eastern Atlantic,19.37,122.39,15.03,328.73,8.9,73.89,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054235,18,Organized,Eastern Atlantic,17.21,108.79,14.87,329.58,11.39,50.28,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054257,18,Organized,Eastern Atlantic,19.14,116.82,16.13,318.75,7.33,61.53,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054318,18,Organized,Eastern Atlantic,17.85,126.1,15.73,332.53,7.95,64.42,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054339,18,Organized,Eastern Atlantic,21.74,119.74,17.49,321.07,8.38,70.3,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054401,18,Organized,Eastern Atlantic,19.21,118.13,14.42,325.17,9.14,72.25,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054422,18,Organized,Eastern Atlantic,21.54,114.23,15.86,312.42,8.14,76.8,--,--,--,--,--,--,495.0,7605.0,Clear Near,--,--
20220922,054443,18,Organized,Eastern Atlantic,26.95,104.41,15.05,330.55,19.77,71.13,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054504,18,Organized,Eastern Atlantic,19.97,113.63,13.9,323.57,10.54,72.44,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054547,18,Organized,Eastern Atlantic,17.59,116.62,14.19,321.48,7.6,64.92,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054608,18,Organized,Eastern Atlantic,19.21,115.26,16.54,323.1,8.98,55.93,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054630,18,Organized,Eastern Atlantic,18.53,119.42,16.19,323.11,7.48,59.03,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220922,054651,18,Organized,Eastern Atlantic,23.13,112.57,15.38,327.27,13.67,72.73,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054712,18,Organized,Eastern Atlantic,13.94,132.22,15.51,329.16,4.61,31.01,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054816,18,Organized,Eastern Atlantic,18.55,119.37,12.81,332.66,10.54,77.51,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054837,18,Organized,Eastern Atlantic,17.48,116.16,13.43,316.52,6.76,72.46,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054859,18,Organized,Eastern Atlantic,18.84,120.37,14.27,327.32,8.9,73.8,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054920,18,Organized,Eastern Atlantic,20.65,140.29,13.88,332.54,7.68,117.75,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,054941,18,Organized,Eastern Atlantic,17.73,137.17,12.87,328.71,5.73,110.5,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,055002,18,Organized,Eastern Atlantic,15.4,146.15,13.41,324.73,2.02,155.6,--,--,--,--,--,--,495.0,7605.0,Clear Near,--,--
20220922,055024,18,Organized,Eastern Atlantic,27.25,121.98,18.19,314.42,10.26,99.54,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,055314,18,Organized,Eastern Atlantic,13.15,141.26,11.45,317.04,1.92,167.24,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,055335,18,Organized,Eastern Atlantic,13.6,177.02,13.84,314.07,10.05,246.8,--,--,--,--,--,--,495.0,7605.0,Clear Near,--,--
20220922,060725,18,Organized,Eastern Atlantic,9.06,123.3,9.89,310.26,1.42,0.93,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,060746,18,Organized,Eastern Atlantic,16.93,126.21,16.83,295.58,3.13,209.15,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,060807,18,Organized,Eastern Atlantic,14.52,105.27,15.18,289.68,1.32,347.35,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,060829,18,Organized,Eastern Atlantic,14.21,110.27,15.43,288.19,1.34,265.58,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,060911,18,Organized,Eastern Atlantic,13.8,96.62,15.34,276.38,1.54,274.18,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220922,060954,18,Organized,Eastern Atlantic,13.33,139.41,13.82,305.75,3.27,231.12,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061015,18,Organized,Eastern Atlantic,14.63,85.6,15.8,279.76,3.93,345.5,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061036,18,Organized,Eastern Atlantic,15.38,90.14,15.86,271.47,0.6,307.67,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061058,18,Organized,Eastern Atlantic,14.43,97.34,16.0,271.64,2.18,230.48,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061119,18,Organized,Eastern Atlantic,12.13,93.55,13.82,275.23,1.73,287.12,--,--,--,--,--,--,495.0,7605.0,Clear Near,--,--
20220922,061244,18,Organized,Eastern Atlantic,10.95,104.46,11.37,263.8,4.02,190.02,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061348,18,Organized,Eastern Atlantic,10.48,98.26,10.61,281.99,0.7,358.94,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061409,18,Organized,Eastern Atlantic,2.89,171.12,10.52,281.76,9.87,265.86,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061430,18,Organized,Eastern Atlantic,0.76,251.89,11.2,276.15,11.9,274.64,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,061452,18,Organized,Eastern Atlantic,2.66,159.17,9.64,279.9,8.59,264.46,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063504,18,Organized,Eastern Atlantic,10.09,108.81,15.98,255.8,9.31,219.6,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063526,18,Organized,Eastern Atlantic,6.24,108.76,16.04,251.48,11.7,232.65,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063547,18,Organized,Eastern Atlantic,9.71,117.12,13.35,246.01,10.48,199.87,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063608,18,Organized,Eastern Atlantic,9.53,109.0,14.99,252.32,9.29,214.53,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063630,18,Organized,Eastern Atlantic,8.87,114.54,14.09,246.11,10.56,207.17,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063651,18,Organized,Eastern Atlantic,9.68,107.67,14.64,247.83,9.51,207.12,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063712,18,Organized,Eastern Atlantic,11.91,107.44,15.08,265.9,5.93,218.36,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063733,18,Organized,Eastern Atlantic,13.63,117.41,14.02,256.09,9.76,188.89,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,063755,18,Organized,Eastern Atlantic,17.59,93.79,19.22,262.78,3.89,203.05,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,064002,18,Organized,Eastern Atlantic,2.91,149.08,10.52,269.43,9.39,253.93,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220922,064024,18,Organized,Eastern Atlantic,4.43,104.74,11.9,234.26,9.7,213.64,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,101433,19,Organized,Eastern Atlantic,39.36,171.29,24.94,335.02,16.93,195.67,--,--,--,--,--,--,495.0,7545.0,Clear Near,--,--
20220923,102325,19,Organized,Eastern Atlantic,11.7,149.28,12.73,321.77,1.9,268.42,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102429,19,Organized,Eastern Atlantic,17.25,145.78,14.73,307.34,5.7,200.7,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102450,19,Organized,Eastern Atlantic,13.79,163.45,13.1,311.43,7.44,232.36,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102511,19,Organized,Eastern Atlantic,21.66,160.58,15.67,317.72,9.45,200.68,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102533,19,Organized,Eastern Atlantic,22.68,146.27,11.14,319.84,11.68,152.39,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102554,19,Organized,Eastern Atlantic,21.16,156.49,8.38,302.79,14.93,174.63,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102615,19,Organized,Eastern Atlantic,4.24,95.49,13.72,221.23,11.76,204.2,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102637,19,Organized,Eastern Atlantic,16.33,168.26,11.51,311.83,9.84,212.28,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,102658,19,Organized,Eastern Atlantic,18.23,146.1,9.82,290.82,11.68,175.14,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,121718,19,Organized,Eastern Atlantic,27.4,221.16,23.02,14.46,12.4,277.67,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,121926,19,Organized,Eastern Atlantic,28.33,208.05,25.7,3.79,11.64,273.13,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,121947,19,Organized,Eastern Atlantic,33.49,221.08,29.6,0.62,22.12,281.37,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,122237,19,Organized,Eastern Atlantic,12.63,272.14,9.93,343.02,18.45,302.72,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,122259,19,Organized,Eastern Atlantic,18.89,202.55,12.27,4.91,8.11,229.84,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,122320,19,Organized,Eastern Atlantic,24.11,193.28,20.16,349.93,9.76,248.24,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,135951,19,Organized,Eastern Atlantic,3.07,340.86,13.35,341.13,16.43,341.08,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,140116,19,Organized,Eastern Atlantic,17.98,199.59,18.12,347.97,9.84,274.56,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220923,140137,19,Organized,Eastern Atlantic,14.44,205.14,18.68,359.24,8.49,311.27,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,105405,20,Organized,Eastern Atlantic,27.17,114.06,16.19,266.64,14.81,144.29,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110547,20,Organized,Eastern Atlantic,10.82,133.02,5.56,85.2,15.12,117.21,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110608,20,Organized,Eastern Atlantic,9.82,135.22,7.33,104.82,16.56,122.28,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110630,20,Organized,Eastern Atlantic,2.9,235.02,12.95,108.72,11.47,120.49,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110651,20,Organized,Eastern Atlantic,9.07,281.91,9.95,91.32,1.96,33.26,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110755,20,Organized,Eastern Atlantic,8.34,165.18,6.61,110.09,13.28,141.09,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110859,20,Organized,Eastern Atlantic,11.11,135.57,1.94,356.32,9.72,128.07,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,110920,20,Organized,Eastern Atlantic,12.43,165.56,8.77,55.96,12.58,124.51,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111002,20,Organized,Eastern Atlantic,9.84,151.0,9.12,87.38,16.11,120.55,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111045,20,Organized,Eastern Atlantic,11.23,52.9,12.71,161.08,14.09,111.88,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111106,20,Organized,Eastern Atlantic,4.11,118.42,9.89,86.78,13.57,95.93,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111128,20,Organized,Eastern Atlantic,10.08,195.37,12.01,79.23,11.8,129.31,--,--,--,--,--,--,495.0,7665.0,Clear Near,--,--
20220926,111149,20,Organized,Eastern Atlantic,8.71,105.76,5.05,82.72,13.51,97.34,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111210,20,Organized,Eastern Atlantic,8.05,140.35,8.65,73.2,13.92,105.41,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111253,20,Organized,Eastern Atlantic,12.35,178.87,13.37,51.35,11.41,110.5,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220926,111335,20,Organized,Eastern Atlantic,7.0,159.39,6.86,77.86,10.5,119.11,--,--,--,--,--,--,495.0,7575.0,Clear Near,--,--
20220926,111418,20,Organized,Eastern Atlantic,22.56,204.11,12.07,65.41,15.67,173.55,--,--,--,--,--,--,495.0,7545.0,Clear Near,--,--
20220929,124928,21,Organized,Eastern Atlantic,10.77,33.66,11.12,232.59,3.62,307.59,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220929,133513,21,Organized,Eastern Atlantic,6.54,192.29,5.85,55.7,4.63,131.92,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220929,133535,21,Organized,Eastern Atlantic,1.49,336.03,8.07,112.8,7.06,104.49,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
20220930,115224,24,Scattered,Eastern Atlantic,10.07,152.36,3.91,279.68,8.3,174.34,--,--,--,--,--,--,495.0,7635.0,Clear Near,--,--
